ME_NUMCDE;ME_LIVREA;ME_CPROIN;ME_NQTUVC;AR_VOLSPCB;TRUNC(ME_DATEXP)
PO0017KOH0;F189;768750;24;0.3;02.19.2019
PO0017KOH0;F189;716092;28;0.4;02.19.2019
PO0017KOH0;F189;594564;24;0.3;02.19.2019
PO0017KOH0;F189;640047;24;0.2;02.19.2019
PO0017KOH0;F189;640050;24;0.3;02.19.2019
PO0017KOH0;F189;557513;24;0.3;02.19.2019
PO0017KOH0;F189;556221;20;0.3;02.19.2019
PO0017KOH0;F189;556220;60;0.3;02.19.2019
PO0017KOH0;F189;539743;40;0.3;02.19.2019
PO0017KOH0;F189;539741;40;0.3;02.19.2019
PO0017KOH0;F189;192862;20;0.3;02.19.2019
PO0017KOH0;F189;539746;20;0.3;02.19.2019
PO0017KOH0;F189;556222;60;0.3;02.19.2019
PO0017KOH0;F189;556223;40;0.3;02.19.2019
PO0017KOH0;F189;539744;60;0.3;02.19.2019
PO0017KOH0;F189;561076;20;0.3;02.19.2019
PO0017KOH0;F189;557520;24;0.3;02.19.2019
PO0017KOH0;F189;712551;12;0.3;02.19.2019
PO0017KOH0;F189;640048;24;0.3;02.19.2019
PO0017KOH0;F189;712549;12;0.3;02.19.2019
PO0017KOH0;F189;593183;24;0.3;02.19.2019
PO0017KOH0;F189;660563;20;0.3;02.19.2019
PO0017KOH0;F189;605171;20;0.3;02.19.2019
PO0017KOH0;F189;712554;12;0.3;02.19.2019
PO0017KOH0;F189;712556;12;0.3;02.19.2019
PO0017KOH0;F189;712550;12;0.3;02.19.2019
PO0017KOH0;F189;486807;6;2.1;02.19.2019
PO0017KOH0;F189;486805;6;2.1;02.19.2019
PO0017KOH0;F189;692621;12;2.3;02.19.2019
PO0017KOH0;F189;35312;12;2.3;02.19.2019
PO0017KOH0;F189;569227;6;2.1;02.19.2019
PO0017KOH0;F189;600295;12;2.7;02.19.2019
PO0017KOH0;F189;742019;6;1.7;02.19.2019
PO0017KOH0;F189;576431;6;2.7;02.19.2019
PO0017KOH0;F189;244125;2;8.1;02.19.2019
PO0017KOH0;F189;12140;12;2.3;02.19.2019
PO0017KOH0;F189;361767;6;1.9;02.19.2019
PO0017KOH0;F189;361769;6;1.9;02.19.2019
PO0017KOH0;F189;376843;12;0.8;02.19.2019
PO0017KOH0;F189;233272;6;1.9;02.19.2019
PO0017KOH0;F189;750875;12;2.3;02.19.2019
PO0017KOH0;F189;514745;12;1.8;02.19.2019
PO0017KOH0;F189;14047;36;1.9;02.19.2019
PO0017KOH0;F189;692607;12;2.3;02.19.2019
PO0017KOH0;F189;14053;12;1.9;02.19.2019
PO0017KOH0;F189;386913;6;0.7;02.19.2019
PO0017KOH0;F189;479931;12;1.2;02.19.2019
PO0017KOH0;F189;668;12;1.1;02.19.2019
PO0017KOH0;F189;332537;12;1.2;02.19.2019
PO0017KOH0;F189;665;24;1.1;02.19.2019
PO0017KOH0;F189;742014;24;1.0;02.19.2019
PO0017KOH0;F189;131252;24;0.8;02.19.2019
PO0017KOH0;F189;20872;18;2.8;02.19.2019
PO0017KOH0;F189;467861;12;1.1;02.19.2019
PO0017KOH0;F189;707665;12;1.0;02.19.2019
PO0017KOH0;F189;514601;24;1.1;02.19.2019
PO0017KOH0;F189;39002;12;1.1;02.19.2019
PO0017KOH0;F189;707667;12;1.0;02.19.2019
PO0017KOH0;F189;470684;40;1.3;02.19.2019
PO0017KOH0;F189;770513;12;0.7;02.19.2019
PO0017KOH0;F189;50118;12;0.5;02.19.2019
PO0017KOH0;F189;756080;12;1.2;02.19.2019
PO0017KOH0;F189;63852;24;0.9;02.19.2019
PO0017KOH0;F189;622472;24;0.5;02.19.2019
PO0017KOH0;F189;490859;20;1.3;02.19.2019
PO0017KOH0;F189;689251;40;1.3;02.19.2019
PO0017KOH0;F189;365562;20;1.4;02.19.2019
PO0017KOH0;F189;534517;20;1.6;02.19.2019
PO0017KOH0;F189;34915;12;3.3;02.19.2019
PO0017KOH0;F189;365569;20;1.4;02.19.2019
PO0017KOH0;F189;689250;20;1.2;02.19.2019
PO0017KOH0;F189;321449;20;1.8;02.19.2019
PO0017KOH0;F189;638313;20;1.0;02.19.2019
PO0017KOH0;F189;45037;20;0.9;02.19.2019
PO0017KOH0;F189;668238;20;1.2;02.19.2019
PO0017KOH0;F189;757520;15;1.7;02.19.2019
PO0017KOH0;F189;36049;8;4.0;02.19.2019
PO0017KOH0;F189;304038;9;1.9;02.19.2019
PO0017KOH0;F189;758193;15;1.7;02.19.2019
PO0017KOH0;F189;609411;30;1.7;02.19.2019
PO0017KOH0;F189;754461;15;1.7;02.19.2019
PO0017KOH0;F189;699145;15;1.7;02.19.2019
PO0017KOH0;F189;729905;30;1.7;02.19.2019
PO0017KOH0;F189;428254;2;6.1;02.19.2019
PO0017KOH0;F189;428252;2;6.1;02.19.2019
PO0017KOH0;F189;580542;8;2.2;02.19.2019
PO0017KOH0;F189;580548;8;2.2;02.19.2019
PO0017KOH0;F189;744915;12;1.5;02.19.2019
PO0017KOH0;F189;691545;10;1.2;02.19.2019
PO0017KOH0;F189;58910;12;1.3;02.19.2019
PO0017KOH0;F189;445428;12;1.3;02.19.2019
PO0017KOH0;F189;498749;6;2.3;02.19.2019
PO0017KOH0;F189;498748;6;2.3;02.19.2019
PO0017KOH0;F189;498754;6;2.3;02.19.2019
PO0017KOH0;F189;691547;10;1.2;02.19.2019
PO0017KOH0;F189;760339;12;1.3;02.19.2019
PO0017KOH0;F189;580557;6;2.4;02.19.2019
PO0017KOH0;F189;576298;24;1.3;02.19.2019
PO0017KOH0;F189;408523;12;1.5;02.19.2019
PO0017KOH0;F189;580563;6;2.4;02.19.2019
PO0017KOH0;F189;698305;12;1.5;02.19.2019
PO0017KOH0;F189;748420;12;1.5;02.19.2019
PO0017KOH0;F189;760345;12;1.3;02.19.2019
PO0017KOH0;F189;719476;20;1.5;02.19.2019
PO0017KOH0;F189;719480;10;1.5;02.19.2019
PO0017KOH0;F189;593292;12;1.1;02.19.2019
PO0017KOH0;F189;719486;10;1.5;02.19.2019
PO0017KOH0;F189;719492;10;1.5;02.19.2019
PO0017KOH0;F189;498758;12;1.0;02.19.2019
PO0017KOH0;F189;491409;12;1.5;02.19.2019
PO0017KOH0;F189;498766;12;1.6;02.19.2019
PO0017KOH0;F189;662576;12;1.5;02.19.2019
PO0017KOH0;F189;498759;12;1.0;02.19.2019
PO0017KOH0;F189;498762;12;1.3;02.19.2019
PO0017KOH0;F189;498763;12;1.0;02.19.2019
PO0017KOH0;F189;322383;15;0.6;02.19.2019
PO0017KOH0;F189;322422;15;0.8;02.19.2019
PO0017KOH0;F189;691544;15;0.8;02.19.2019
PO0017KOH0;F189;576017;15;0.4;02.19.2019
PO0017KOH0;F189;432549;18;0.4;02.19.2019
PO0017KOH0;F189;669256;12;1.7;02.19.2019
PO0017KOH0;F189;662578;27;0.4;02.19.2019
PO0017KOH0;F189;610721;22;0.3;02.19.2019
PO0017KOH0;F189;70247;27;0.2;02.19.2019
PO0017KOH0;F189;70245;27;0.2;02.19.2019
PO0017KOH0;F189;714013;15;1.2;02.19.2019
PO0017KOH0;F189;705768;12;1.1;02.19.2019
PO0017KOH0;F189;716079;12;1.1;02.19.2019
PO0017KOH0;F189;760590;30;1.2;02.19.2019
PO0017KOH0;F189;331488;24;0.4;02.19.2019
PO0017KOH0;F189;103180;24;0.4;02.19.2019
PO0017KOH0;F189;28734;15;1.3;02.19.2019
PO0017KOH0;F189;28735;15;1.3;02.19.2019
PO0017KOH0;F189;763584;12;1.4;02.19.2019
PO0017KOH0;F189;637785;10;1.0;02.19.2019
PO0017KOH0;F189;699147;12;0.6;02.19.2019
PO0017KOH0;F189;716285;15;1.3;02.19.2019
PO00160A5U;F149;40147;1;144.0;12.10.2018
PO00160A5U;F149;40147;1;144.0;12.10.2018
PO00160A5U;F149;40147;1;144.0;12.10.2018
PO00160A5U;F149;40147;1;144.0;12.10.2018
PO00160A5U;F149;40147;1;144.0;12.10.2018
PO0017KOH0;F189;75304;72;0.4;02.19.2019
PO0017KOH0;F189;743770;10;0.4;02.19.2019
PO0017KOH0;F189;767756;16;0.9;02.19.2019
PO0017KOH0;F189;609558;12;1.0;02.19.2019
PO0017KOH0;F189;727172;12;0.7;02.19.2019
PO0017KOH0;F189;89442;40;0.8;02.19.2019
PO0017KOH0;F189;548663;30;1.0;02.19.2019
PO0017KOH0;F189;767762;38;0.7;02.19.2019
PO0017KOH0;F189;587038;30;0.2;02.19.2019
PO0017KOH0;F189;699283;70;0.3;02.19.2019
PO0017KOH0;F189;645848;24;0.8;02.19.2019
PO0017KOH0;F189;548669;30;0.8;02.19.2019
PO0017KOH0;F189;315073;6;0.4;02.19.2019
PO0017KOH0;F189;446867;6;0.7;02.19.2019
PO0017KOH0;F189;734576;10;0.5;02.19.2019
PO0017KOH0;F189;315099;6;0.4;02.19.2019
PO0017KOH0;F189;720131;6;0.4;02.19.2019
PO0017KOH0;F189;767757;38;0.7;02.19.2019
PO0017KOH0;F189;757533;30;0.6;02.19.2019
PO0017KOH0;F189;467655;30;0.1;02.19.2019
PO0017KOH0;F189;772103;30;0.4;02.19.2019
PO0017KOH0;F189;31649;20;0.5;02.19.2019
PO0017KOH0;F189;767760;38;0.7;02.19.2019
PO0017KOH0;F189;61045;24;0.6;02.19.2019
PO0017KOH0;F189;757535;30;0.3;02.19.2019
PO0017KOH0;F189;88409;10;1.6;02.19.2019
PO0017KOH0;F189;267421;24;0.6;02.19.2019
PO0017KOH0;F189;5573;20;0.2;02.19.2019
PO0017KOH0;F189;695185;28;0.7;02.19.2019
PO0017KOH0;F189;425993;8;0.2;02.19.2019
PO0017KOH0;F189;547384;28;0.8;02.19.2019
PO0017KOH0;F189;689419;24;1.4;02.19.2019
PO0017KOH0;F189;592259;12;3.8;02.19.2019
PO0017KOH0;F189;36068;20;2.7;02.19.2019
PO0017KOH0;F189;27940;25;1.7;02.19.2019
PO0017KOH0;F189;767761;38;0.7;02.19.2019
PO0017KOH0;F189;135304;10;3.8;02.19.2019
PO0017KOH0;F189;668255;10;2.6;02.19.2019
PO0017KOH0;F189;664292;11;0.8;02.19.2019
PO0017KOH0;F189;664298;24;0.7;02.19.2019
PO0017KOH0;F189;59471;1;12.4;02.19.2019
PO0017KOH0;F189;240540;1;17.0;02.19.2019
PO0017KOH0;F189;67220;1;17.0;02.19.2019
PO0017KOH0;F189;382763;1;15.8;02.19.2019
PO0017KOH0;F189;373380;1;17.0;02.19.2019
PO0017KOH0;F189;50762;1;7.5;02.19.2019
PO0017KOH0;F189;500788;3;5.4;02.19.2019
PO0017KOH0;F189;588090;1;10.5;02.19.2019
PO0017KOH0;F189;452276;120;1.8;02.19.2019
PO0017KOH0;F189;64519;1 080;5.4;02.19.2019
PO0017KOH0;F189;522488;60;0.4;02.19.2019
PO0017KOH0;F189;518190;60;0.4;02.19.2019
PO0017KOH0;F189;769349;13;0.9;02.19.2019
PO0017KOH0;F189;775318;1;19.2;02.19.2019
PO0017KOH0;F189;734382;2;10.6;02.19.2019
PO0017KOH0;F189;674154;28;0.6;02.19.2019
PO0017KOH0;F189;704589;35;0.6;02.19.2019
PO0017KOH0;F189;72549;2;56.0;02.19.2019
PO0017KOH0;F189;72549;2;56.0;02.19.2019
PO0017KOH0;F189;127834;1;38.3;02.19.2019
PO0017KOH0;F189;248677;800;1.4;02.19.2019
PO0017KOH0;F189;91548;1 500;1.8;02.19.2019
PO0017KOH0;F189;94342;24;0.2;02.19.2019
PO0017KOH0;F189;557506;20;0.7;02.19.2019
PO0017KOH0;F189;94345;24;0.2;02.19.2019
PO0017KOH0;F189;94343;48;0.2;02.19.2019
PO0017KOH0;F189;466218;8;8.1;02.19.2019
PO0017KOH0;F189;561077;16;4.9;02.19.2019
PO0017KO96;F343;135256;12;1.0;02.19.2019
PO0017KO96;F343;135256;12;1.0;02.19.2019
PO0017KO96;F343;722179;12;1.0;02.19.2019
PO0017KO96;F343;391348;12;1.0;02.19.2019
PO0017KO96;F343;695926;8;1.4;02.19.2019
PO0017KO96;F343;70748;12;1.0;02.19.2019
PO0017KO96;F343;728480;30;0.6;02.19.2019
PO0017KO96;F343;465897;12;1.0;02.19.2019
PO0017KO96;F343;321706;12;1.0;02.19.2019
PO0017KO96;F343;9616;12;0.6;02.19.2019
PO0017KO96;F343;369015;12;1.4;02.19.2019
PO0017KO96;F343;705082;9;1.0;02.19.2019
PO0017KO96;F343;637642;12;1.3;02.19.2019
PO0017KO96;F343;329568;72;0.3;02.19.2019
PO0017KO96;F343;702559;24;0.8;02.19.2019
PO0017KO96;F343;734627;12;2.1;02.19.2019
PO0017KO96;F343;465893;10;0.7;02.19.2019
PO0017KO96;F343;465896;10;0.7;02.19.2019
PO0017KO96;F343;604163;40;1.2;02.19.2019
PO0017KO96;F343;753785;20;1.1;02.19.2019
PO0017KO96;F343;609223;20;1.4;02.19.2019
PO0017KO96;F343;681022;20;1.1;02.19.2019
PO0017KO96;F343;63853;24;0.9;02.19.2019
PO0017KO96;F343;64712;24;0.8;02.19.2019
PO0017KO96;F343;361188;48;0.8;02.19.2019
PO0017KO96;F343;369761;20;3.3;02.19.2019
PO0017KO96;F343;513730;48;0.8;02.19.2019
PO0017KO96;F343;513732;16;3.3;02.19.2019
PO0017KO96;F343;572933;24;0.8;02.19.2019
PO0017KO96;F343;758638;12;0.6;02.19.2019
PO0017KO96;F343;392086;12;0.9;02.19.2019
PO0017KO96;F343;2500;36;0.5;02.19.2019
PO0017KO96;F343;319269;12;0.8;02.19.2019
PO0017KO96;F343;102041;12;1.5;02.19.2019
PO0017KO96;F343;484591;15;1.3;02.19.2019
PO0017KO96;F343;135639;20;1.5;02.19.2019
PO0017KO96;F343;574683;30;0.6;02.19.2019
PO0017KO96;F343;300383;20;1.4;02.19.2019
PO0017KO96;F343;550640;12;1.8;02.19.2019
PO0017KO96;F343;550639;20;1.3;02.19.2019
PO0017KO96;F343;754556;24;0.5;02.19.2019
PO0017KO96;F343;36752;15;1.6;02.19.2019
PO0017KO96;F343;329756;15;1.4;02.19.2019
PO0017KO96;F343;182535;20;1.8;02.19.2019
PO0017KO96;F343;755466;18;1.7;02.19.2019
PO0017KO96;F343;482966;16;1.6;02.19.2019
PO0017KO96;F343;606634;30;0.4;02.19.2019
PO0017KO96;F343;727555;30;0.6;02.19.2019
PO0017KO96;F343;644423;12;2.1;02.19.2019
PO0017KO96;F343;637666;6;3.2;02.19.2019
PO0017KO96;F343;550858;6;2.0;02.19.2019
PO0017KO96;F343;522639;6;2.0;02.19.2019
PO0017KO96;F343;443363;12;1.9;02.19.2019
PO0017KO96;F343;522655;6;2.0;02.19.2019
PO0017KO96;F343;541168;24;1.9;02.19.2019
PO0017KO96;F343;59827;12;1.9;02.19.2019
PO0017KO96;F343;550058;12;2.0;02.19.2019
PO0017KO96;F343;705826;12;2.0;02.19.2019
PO0017KO96;F343;690230;15;1.5;02.19.2019
PO0017KO96;F343;648266;24;1.4;02.19.2019
PO0017KO96;F343;64225;6;3.0;02.19.2019
PO0017KO96;F343;333666;6;2.7;02.19.2019
PO0017KO96;F343;701817;20;1.7;02.19.2019
PO0017KO96;F343;606624;12;3.2;02.19.2019
PO0017KO96;F343;645846;20;1.5;02.19.2019
PO0017KO96;F343;1956;6;2.8;02.19.2019
PO0017KO96;F343;327678;12;3.0;02.19.2019
PO0017KO96;F343;327680;12;3.0;02.19.2019
PO0017KO96;F343;3743;12;3.5;02.19.2019
PO0017KO96;F343;722981;6;3.0;02.19.2019
PO0017KO96;F343;501250;80;1.2;02.19.2019
PO0017KO96;F343;710338;20;1.3;02.19.2019
PO0017KO96;F343;744381;18;4.2;02.19.2019
PO0017KO96;F343;520062;24;1.0;02.19.2019
PO0017KO96;F343;17332;20;1.2;02.19.2019
PO0017KO96;F343;621034;12;1.8;02.19.2019
PO0017KO96;F343;735855;20;1.3;02.19.2019
PO0017KO96;F343;9421;20;1.2;02.19.2019
PO0017KO96;F343;10503;80;1.3;02.19.2019
PO0017KO96;F343;48923;21;1.3;02.19.2019
PO0017KO96;F343;741396;10;1.1;02.19.2019
PO0017KO96;F343;721516;3;3.1;02.19.2019
PO0017KO96;F343;644533;18;1.1;02.19.2019
PO0017KO96;F343;440891;10;1.3;02.19.2019
PO0017KO96;F343;349512;30;0.5;02.19.2019
PO0017KO96;F343;644539;6;2.1;02.19.2019
PO0017KO96;F343;613342;11;1.2;02.19.2019
PO0017KO96;F343;742950;8;2.2;02.19.2019
PO0017KO96;F343;721779;12;7.7;02.19.2019
PO0017KO96;F343;710569;2;14.5;02.19.2019
PO0017KO96;F343;695766;18;4.5;02.19.2019
PO0017KO96;F343;71507;12;4.0;02.19.2019
PO0017KO96;F343;581885;27;1.2;02.19.2019
PO0017KO96;F343;24294;160;0.7;02.19.2019
PO0017KO96;F343;581887;15;1.8;02.19.2019
PO0017KO96;F343;488347;20;6.1;02.19.2019
PO0017KO96;F343;499949;14;2.7;02.19.2019
PO0017KO96;F343;488346;20;4.8;02.19.2019
PO0017KO96;F343;719654;6;3.1;02.19.2019
PO0017KO96;F343;477443;30;0.3;02.19.2019
PO0017KO96;F343;728002;6;1.4;02.19.2019
PO0017KO96;F343;410366;12;0.8;02.19.2019
PO0017KO96;F343;705084;24;0.8;02.19.2019
PO0017KO96;F343;410368;12;0.8;02.19.2019
PO0017KO96;F343;561515;12;0.8;02.19.2019
PO0017KO96;F343;352390;72;0.8;02.19.2019
PO0017KO96;F343;579462;24;0.8;02.19.2019
PO0017KO96;F343;755682;12;0.8;02.19.2019
PO0017KO96;F343;739061;6;0.5;02.19.2019
PO0017KO96;F343;48593;12;0.5;02.19.2019
PO0017KO96;F343;477568;24;0.8;02.19.2019
PO0017KO96;F343;3745;6;3.5;02.19.2019
PO0017KO96;F343;503520;18;3.6;02.19.2019
PO0017KO96;F343;574699;24;4.4;02.19.2019
PO0017KO96;F343;744380;24;2.6;02.19.2019
PO0017KO96;F343;446883;24;2.3;02.19.2019
PO0017KO96;F343;574698;48;2.5;02.19.2019
PO0017KO96;F343;748328;10;1.6;02.19.2019
PO0017KO96;F343;194189;12;0.7;02.19.2019
PO0017KO96;F343;194189;12;0.7;02.19.2019
PO0017KO96;F343;302408;12;0.7;02.19.2019
PO0017KO96;F343;739094;12;0.7;02.19.2019
PO0017KO96;F343;76925;16;1.5;02.19.2019
PO0017KO96;F343;68260;20;1.3;02.19.2019
PO0017KO96;F343;15660;40;1.3;02.19.2019
PO0017KO96;F343;49142;12;1.9;02.19.2019
PO0017KO96;F343;62812;12;1.9;02.19.2019
PO0017KO96;F343;62812;48;1.9;02.19.2019
PO0017KO96;F343;410920;12;2.3;02.19.2019
PO0017KO96;F343;47239;12;1.9;02.19.2019
PO0017KO96;F343;679685;20;1.7;02.19.2019
PO0017KO96;F343;459003;12;1.2;02.19.2019
PO0017KO96;F343;459010;12;2.4;02.19.2019
PO0017KO96;F343;756078;12;2.3;02.19.2019
PO0017KO96;F343;117;36;3.6;02.19.2019
PO0017KO96;F343;692608;6;3.3;02.19.2019
PO0017KO96;F343;118;18;3.5;02.19.2019
PO0017KO96;F343;3959;24;3.5;02.19.2019
PO0017KO96;F343;556408;12;2.1;02.19.2019
PO0017KO96;F343;88467;6;3.4;02.19.2019
PO0017KO96;F343;487;18;2.8;02.19.2019
PO0017KO96;F343;429274;12;3.4;02.19.2019
PO0017KO96;F343;470398;2;8.6;02.19.2019
PO0017KO96;F343;658576;6;3.5;02.19.2019
PO0017KO96;F343;560612;6;3.4;02.19.2019
PO0017KO96;F343;560612;30;3.4;02.19.2019
PO0017KO96;F343;597709;6;3.4;02.19.2019
PO0017KO96;F343;676237;12;3.4;02.19.2019
PO0017KO96;F343;676238;12;3.4;02.19.2019
PO0017KO96;F343;676238;30;3.4;02.19.2019
PO0017KO96;F343;7567;6;4.1;02.19.2019
PO0017KO96;F343;35937;6;7.9;02.19.2019
PO0017KO96;F343;717418;12;4.4;02.19.2019
PO0017KO96;F343;667063;6;2.8;02.19.2019
PO0017KO96;F343;676277;6;4.0;02.19.2019
PO0017KO96;F343;119;12;4.4;02.19.2019
PO0017KO96;F343;119;12;3.2;02.19.2019
PO0017KO96;F343;429275;12;3.4;02.19.2019
PO0017KO96;F343;479725;20;3.3;02.19.2019
PO0017KO96;F343;749590;12;2.2;02.19.2019
PO0017KO96;F343;21697;6;2.8;02.19.2019
PO0017KO96;F343;10503;40;1.3;02.19.2019
PO0017KO96;F343;10505;20;1.2;02.19.2019
PO0017KO96;F343;18109;20;1.2;02.19.2019
PO0017KO96;F343;125311;20;1.2;02.19.2019
PO0017KO96;F343;30980;20;1.2;02.19.2019
PO0017KO96;F343;596193;20;1.2;02.19.2019
PO0017KO96;F343;28566;60;1.2;02.19.2019
PO0017KO96;F343;197891;20;0.9;02.19.2019
PO0017KO96;F343;681023;20;1.1;02.19.2019
PO0017KOH0;F189;622473;24;0.5;02.19.2019
PO0017KOH0;F189;687390;12;1.0;02.19.2019
PO0017KOH0;F189;735013;6;0.5;02.19.2019
PO0017KOH0;F189;768051;12;0.7;02.19.2019
PO0017KOH0;F189;694086;12;0.8;02.19.2019
PO0017KOH0;F189;487678;12;1.0;02.19.2019
PO0017KOH0;F189;9617;12;1.0;02.19.2019
PO0017KOH0;F189;437021;12;1.0;02.19.2019
PO0017KOH0;F189;369020;12;0.6;02.19.2019
PO0017KOH0;F189;18052;12;1.0;02.19.2019
PO0017KOH0;F189;18052;12;1.0;02.19.2019
PO0017KOH0;F189;465897;12;1.0;02.19.2019
PO0017KOH0;F189;300205;24;0.7;02.19.2019
PO0017KOH0;F189;705082;9;1.0;02.19.2019
PO0017KOH0;F189;637642;12;1.3;02.19.2019
PO0017KOH0;F189;733022;24;0.4;02.19.2019
PO0017KOH0;F189;532792;12;0.7;02.19.2019
PO0017KOH0;F189;300212;24;0.6;02.19.2019
PO0017KOH0;F189;223169;12;0.5;02.19.2019
PO0017KOH0;F189;329566;72;0.2;02.19.2019
PO0017KOH0;F189;490848;12;0.5;02.19.2019
PO0017KOH0;F189;536356;10;0.6;02.19.2019
PO0017KOH0;F189;465893;10;0.7;02.19.2019
PO0017KOH0;F189;302408;12;0.7;02.19.2019
PO0017KOH0;F189;548328;24;0.3;02.19.2019
PO0017KOH0;F189;519276;12;0.4;02.19.2019
PO0017KOH0;F189;745214;12;0.7;02.19.2019
PO0017KOH0;F189;329567;48;0.4;02.19.2019
PO0017KOH0;F189;727773;16;0.9;02.19.2019
PO0017KOH0;F189;129024;60;0.3;02.19.2019
PO0017KOH0;F189;68260;10;1.3;02.19.2019
PO0017KOH0;F189;15660;30;1.3;02.19.2019
PO0017KOH0;F189;86342;24;0.5;02.19.2019
PO0017KOH0;F189;667744;12;1.7;02.19.2019
PO0017KOH0;F189;702654;20;0.3;02.19.2019
PO0017KOH0;F189;17245;18;2.2;02.19.2019
PO0017KOH0;F189;97371;20;1.1;02.19.2019
PO0017KOH0;F189;490859;60;1.3;02.19.2019
PO0017KO96;F343;733555;24;2.5;02.19.2019
PO0017KO96;F343;427324;18;2.8;02.19.2019
PO0017KO96;F343;504407;6;2.1;02.19.2019
PO0017KO96;F343;503780;12;2.8;02.19.2019
PO0017KO96;F343;676279;6;4.0;02.19.2019
PO0017KO96;F343;667062;6;2.8;02.19.2019
PO0017KO96;F343;739594;6;4.2;02.19.2019
PO0017KO96;F343;486807;12;2.1;02.19.2019
PO0017KO96;F343;486805;18;2.1;02.19.2019
PO0017KO96;F343;35312;12;2.3;02.19.2019
PO0017KO96;F343;569227;18;2.1;02.19.2019
PO0017KO96;F343;600295;6;2.7;02.19.2019
PO0017KO96;F343;742019;6;1.7;02.19.2019
PO0017KO96;F343;244125;4;8.1;02.19.2019
PO0017KO96;F343;676916;6;2.9;02.19.2019
PO0017KO96;F343;609237;6;3.0;02.19.2019
PO0017KO96;F343;361767;6;1.9;02.19.2019
PO0017KO96;F343;361769;12;1.9;02.19.2019
PO0017KO96;F343;233272;6;1.9;02.19.2019
PO0017KO96;F343;597787;12;1.2;02.19.2019
PO0017KO96;F343;14047;36;1.9;02.19.2019
PO0017KO96;F343;692607;12;2.3;02.19.2019
PO0017KO96;F343;717417;12;2.3;02.19.2019
PO0017KO96;F343;3961;12;1.9;02.19.2019
PO0017KO96;F343;386913;6;0.7;02.19.2019
PO0017KO96;F343;479931;12;1.2;02.19.2019
PO0017KO96;F343;668;12;1.1;02.19.2019
PO0017KO96;F343;665;24;1.1;02.19.2019
PO0017KO96;F343;742014;12;1.0;02.19.2019
PO0017KO96;F343;749587;12;1.2;02.19.2019
PO0017KO96;F343;647728;12;1.1;02.19.2019
PO0017KO96;F343;376842;12;1.0;02.19.2019
PO0017KO96;F343;376844;12;0.8;02.19.2019
PO0017KO96;F343;20872;30;2.8;02.19.2019
PO0017KO96;F343;687297;24;1.1;02.19.2019
PO0017KO96;F343;467858;12;1.1;02.19.2019
PO0017KO96;F343;470684;40;1.3;02.19.2019
PO0017KO96;F343;50118;12;0.5;02.19.2019
PO0017KO96;F343;756080;12;1.2;02.19.2019
PO0017KO96;F343;692606;12;0.5;02.19.2019
PO0017KO96;F343;735013;12;0.5;02.19.2019
PO0017KO96;F343;440813;24;0.9;02.19.2019
PO0017KO96;F343;768051;12;0.7;02.19.2019
PO0017KO96;F343;694086;12;0.8;02.19.2019
PO0017KO96;F343;487678;12;1.0;02.19.2019
PO0017KO96;F343;255349;10;1.3;02.19.2019
PO0017KO96;F343;700392;10;1.2;02.19.2019
PO0017KO96;F343;702113;10;1.3;02.19.2019
PO0017KO96;F343;742107;50;0.8;02.19.2019
PO0017KO96;F343;704068;10;1.2;02.19.2019
PO0017KO96;F343;493530;10;1.0;02.19.2019
PO0017KO96;F343;750537;10;1.2;02.19.2019
PO0017KO96;F343;749658;20;1.2;02.19.2019
PO0017KO96;F343;418128;10;0.8;02.19.2019
PO0017KO96;F343;609133;30;0.7;02.19.2019
PO0017KO96;F343;224371;10;0.9;02.19.2019
PO0017KO96;F343;742891;8;1.3;02.19.2019
PO0017KO96;F343;763108;50;0.6;02.19.2019
PO0017KO96;F343;757281;10;0.9;02.19.2019
PO0017KO96;F343;723947;10;0.1;02.19.2019
PO0017KO96;F343;660592;10;1.3;02.19.2019
PO0017KO96;F343;731740;10;1.0;02.19.2019
PO0017KO96;F343;556220;60;0.3;02.19.2019
PO0017KO96;F343;557521;24;0.3;02.19.2019
PO0017KO96;F343;539743;40;0.3;02.19.2019
PO0017KO96;F343;539741;80;0.3;02.19.2019
PO0017KO96;F343;594565;24;0.3;02.19.2019
PO0017KO96;F343;556222;40;0.3;02.19.2019
PO0017KO96;F343;556223;100;0.3;02.19.2019
PO0017KO96;F343;539744;60;0.3;02.19.2019
PO0017KO96;F343;561076;20;0.3;02.19.2019
PO0017KO96;F343;593181;24;0.3;02.19.2019
PO0017KO96;F343;593180;24;0.3;02.19.2019
PO0017KO96;F343;640048;24;0.3;02.19.2019
PO0017KO96;F343;593183;24;0.3;02.19.2019
PO0017KO96;F343;605172;60;0.3;02.19.2019
PO0017KO96;F343;561075;20;0.3;02.19.2019
PO0017KO96;F343;605170;20;0.2;02.19.2019
PO0017KO96;F343;605171;60;0.3;02.19.2019
PO0017KO96;F343;540691;40;0.5;02.19.2019
PO0017KO96;F343;75304;72;0.4;02.19.2019
PO0017KO96;F343;744097;38;0.7;02.19.2019
PO0017KO96;F343;728274;20;1.5;02.19.2019
PO0017KO96;F343;767756;16;0.9;02.19.2019
PO0017KO96;F343;548663;30;1.0;02.19.2019
PO0017KO96;F343;333244;24;0.4;02.19.2019
PO0017KO96;F343;587038;30;0.2;02.19.2019
PO0017KO96;F343;767759;16;0.9;02.19.2019
PO0017KO96;F343;645848;24;0.8;02.19.2019
